test_id,strategy_name,total_return,weekly_return,win_rate,num_trades,winners,losers,avg_winner,avg_loser,winner_loser_ratio,max_drawdown,sharpe_ratio,profit_factor,param_strategy_type,param_ma_type,param_fast_ma,param_slow_ma,param_volume_multiplier,param_rsi_threshold,param_entry_confirmation,param_trailing_activation_pct,param_trailing_distance_pct,param_adaptive_trailing,param_strong_momentum_trail,param_weak_momentum_trail,param_momentum_lookback,param_pattern_types,param_confirmation_volume,param_confirmation_ma,param_min_body_pct,param_bb_period,param_bb_std,param_entry_trigger,param_exit_trigger,param_rsi_filter,param_rsi_period,param_oversold_threshold,param_overbought_threshold,param_exit_strategy,param_rsi_neutral,param_profit_target_pct,param_entry_type,param_exit_type,param_streak_rsi_period,param_pct_rank_period,param_crsi_oversold,param_crsi_overbought,param_max_hold_days,param_min_gap_pct,param_max_gap_pct,param_gap_confirmation,param_min_volume_multiplier,param_entry_time_window
15182,connors_rsi,0.8241,0.0641,0.4917,93,45,48,0.0281,0.0092,3.07,0.1148,0.19,2.87,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.015,,,5,200,10,85,2,,,,,
15183,connors_rsi,-0.0832,-0.0065,0.4935,38,18,20,0.0261,0.0277,0.94,0.106,-1.11,0.85,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.015,,,5,200,10,85,3,,,,,
15184,connors_rsi,0.1339,0.0104,0.5339,53,28,25,0.0176,0.0144,1.23,0.2108,0.84,1.37,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.02,,,5,200,10,85,1,,,,,
15185,connors_rsi,0.0475,0.0037,0.4917,61,29,32,0.0348,0.0301,1.16,0.1184,0.47,1.05,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.02,,,5,200,10,85,2,,,,,
15186,connors_rsi,-0.5957,-0.0463,0.4192,71,29,42,0.0092,0.0206,0.45,0.1861,-1.19,0.31,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.02,,,5,200,10,85,3,,,,,
15187,connors_rsi,-0.0339,-0.0026,0.4449,95,42,53,0.0224,0.0184,1.22,0.2359,-1.22,0.97,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.025,,,5,200,10,85,1,,,,,
15188,connors_rsi,0.3448,0.0268,0.5065,72,36,36,0.0279,0.0183,1.52,0.1196,0.41,1.52,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.025,,,5,200,10,85,2,,,,,
15189,connors_rsi,-0.2322,-0.0181,0.381,95,36,59,0.0245,0.0189,1.3,0.2222,0.03,0.79,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.025,,,5,200,10,85,3,,,,,
15190,connors_rsi,0.241,0.0187,0.4758,96,45,51,0.0301,0.0218,1.38,0.0906,2.76,1.22,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.03,,,5,200,10,85,1,,,,,
15191,connors_rsi,0.2461,0.0191,0.3669,92,33,59,0.0125,0.0028,4.42,0.1684,0.71,2.47,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.03,,,5,200,10,85,2,,,,,
15192,connors_rsi,0.8446,0.0657,0.4082,96,39,57,0.0392,0.012,3.27,0.0792,2.09,2.23,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.03,,,5,200,10,85,3,,,,,
15193,connors_rsi,-0.1327,-0.0103,0.4157,30,12,18,0.0022,0.0088,0.25,0.1192,-1.42,0.17,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.015,,,5,200,10,90,1,,,,,
15194,connors_rsi,0.6323,0.0492,0.5231,66,34,32,0.0378,0.0204,1.85,0.0631,2.07,1.97,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.015,,,5,200,10,90,2,,,,,
15195,connors_rsi,0.0234,0.0018,0.3711,87,32,55,0.03,0.017,1.76,0.1117,-0.17,1.03,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.015,,,5,200,10,90,3,,,,,
15196,connors_rsi,-0.108,-0.0084,0.4173,46,19,27,0.0086,0.0101,0.86,0.0528,-0.42,0.6,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.02,,,5,200,10,90,1,,,,,
15197,connors_rsi,-0.0625,-0.0049,0.4009,88,35,53,0.0364,0.0252,1.44,0.0603,0.39,0.95,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.02,,,5,200,10,90,2,,,,,
15198,connors_rsi,0.6373,0.0496,0.4346,95,41,54,0.0229,0.0056,4.1,0.0676,0.91,3.11,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.02,,,5,200,10,90,3,,,,,
15199,connors_rsi,0.4389,0.0341,0.3416,64,21,43,0.0225,0.0008,28.92,0.2302,2.09,14.12,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.025,,,5,200,10,90,1,,,,,
15200,connors_rsi,-0.004,-0.0003,0.3832,64,24,40,0.0258,0.0156,1.66,0.2407,-0.11,0.99,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.025,,,5,200,10,90,2,,,,,
15201,connors_rsi,0.8745,0.068,0.4481,96,43,53,0.0248,0.0037,6.8,0.062,0.11,5.52,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.025,,,5,200,10,90,3,,,,,
15202,connors_rsi,-0.1735,-0.0135,0.4346,48,20,28,0.0081,0.0119,0.67,0.1105,-0.6,0.48,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.03,,,5,200,10,90,1,,,,,
15203,connors_rsi,0.2819,0.0219,0.3667,39,14,25,0.0205,0.0002,88.88,0.213,1.56,49.77,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.03,,,5,200,10,90,2,,,,,
15204,connors_rsi,-0.005,-0.0004,0.3578,80,28,52,0.0085,0.0046,1.82,0.2159,-0.19,0.98,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.03,,,5,200,10,90,3,,,,,
15205,connors_rsi,0.4745,0.0369,0.4322,77,33,44,0.0264,0.009,2.93,0.0995,2.33,2.2,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.015,,,5,200,10,90,1,,,,,
15206,connors_rsi,1.1988,0.0932,0.4956,88,43,45,0.0386,0.0102,3.77,0.1096,-0.43,3.6,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.015,,,5,200,10,90,2,,,,,
15207,connors_rsi,-0.0789,-0.0061,0.3679,41,15,26,0.0293,0.0199,1.47,0.102,-1.24,0.85,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.015,,,5,200,10,90,3,,,,,
15208,connors_rsi,0.0442,0.0034,0.3583,58,20,38,0.0239,0.0114,2.09,0.1438,2.22,1.1,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.02,,,5,200,10,90,1,,,,,
15209,connors_rsi,0.1077,0.0084,0.5363,34,18,16,0.0107,0.0053,2.02,0.1834,2.34,2.27,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.02,,,5,200,10,90,2,,,,,
15210,connors_rsi,0.2561,0.0199,0.4802,59,28,31,0.023,0.0125,1.84,0.1461,1.82,1.66,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.02,,,5,200,10,90,3,,,,,
15211,connors_rsi,-0.2104,-0.0164,0.3636,41,14,27,0.0177,0.017,1.04,0.1256,-0.46,0.54,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.025,,,5,200,10,90,1,,,,,
15212,connors_rsi,-0.1762,-0.0137,0.371,61,22,39,0.0169,0.0141,1.2,0.1896,-0.2,0.68,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.025,,,5,200,10,90,2,,,,,
15213,connors_rsi,0.1601,0.0125,0.4022,45,18,27,0.0179,0.006,2.98,0.1046,3.23,1.99,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.025,,,5,200,10,90,3,,,,,
15214,connors_rsi,-0.3011,-0.0234,0.3352,37,12,25,0.0132,0.0184,0.72,0.2319,-0.82,0.35,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.03,,,5,200,10,90,1,,,,,
15215,connors_rsi,0.3483,0.0271,0.4901,52,25,27,0.0173,0.0031,5.59,0.1907,0.89,5.18,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.03,,,5,200,10,90,2,,,,,
15216,connors_rsi,0.1126,0.0088,0.4934,24,11,13,0.024,0.0117,2.06,0.1068,1.06,1.74,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.03,,,5,200,10,90,3,,,,,
15217,connors_rsi,0.041,0.0032,0.4705,41,19,22,0.0248,0.0195,1.27,0.0549,-0.18,1.1,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.015,,,5,200,10,90,1,,,,,
15218,connors_rsi,0.312,0.0243,0.4499,90,40,50,0.0269,0.0153,1.76,0.2346,1.7,1.41,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.015,,,5,200,10,90,2,,,,,
15219,connors_rsi,-0.0074,-0.0006,0.3341,57,19,38,0.0289,0.0147,1.97,0.1973,-1.03,0.99,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.015,,,5,200,10,90,3,,,,,
15220,connors_rsi,0.0813,0.0063,0.4791,23,11,12,0.0307,0.0214,1.44,0.1043,2.51,1.32,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.02,,,5,200,10,90,1,,,,,
15221,connors_rsi,-0.1964,-0.0153,0.3348,73,24,49,0.0302,0.0188,1.61,0.1744,-0.55,0.79,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.02,,,5,200,10,90,2,,,,,
15222,connors_rsi,0.2906,0.0226,0.4956,41,20,21,0.0164,0.0018,9.06,0.1567,0.7,8.62,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.02,,,5,200,10,90,3,,,,,
15223,connors_rsi,0.0214,0.0017,0.4367,21,9,12,0.0274,0.0187,1.46,0.2097,1.74,1.1,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.025,,,5,200,10,90,1,,,,,
15224,connors_rsi,0.2472,0.0192,0.3581,48,17,31,0.0256,0.0061,4.22,0.0511,0.55,2.31,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.025,,,5,200,10,90,2,,,,,
15225,connors_rsi,0.2199,0.0171,0.4083,61,24,37,0.0384,0.019,2.03,0.0702,0.89,1.31,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.025,,,5,200,10,90,3,,,,,
15226,connors_rsi,0.3251,0.0253,0.494,34,16,18,0.0335,0.0117,2.86,0.1433,0.25,2.54,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.03,,,5,200,10,90,1,,,,,
15227,connors_rsi,-0.459,-0.0357,0.3767,67,25,42,0.0012,0.0116,0.1,0.0519,-1.23,0.06,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.03,,,5,200,10,90,2,,,,,
15228,connors_rsi,0.2108,0.0164,0.409,21,8,13,0.0392,0.0079,4.97,0.138,1.93,3.06,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.03,,,5,200,10,90,3,,,,,
15229,connors_rsi,-0.2862,-0.0223,0.4478,83,37,46,0.01,0.0143,0.7,0.1568,-0.47,0.56,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.015,,,5,200,10,95,1,,,,,
15230,connors_rsi,0.0186,0.0014,0.4207,22,9,13,0.0284,0.0182,1.56,0.2097,0.45,1.08,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.015,,,5,200,10,95,2,,,,,
15231,connors_rsi,0.4255,0.0331,0.5018,90,45,45,0.0255,0.016,1.59,0.1484,0.91,1.59,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.015,,,5,200,10,95,3,,,,,
15232,connors_rsi,-0.0677,-0.0053,0.4087,37,15,22,0.0214,0.0177,1.21,0.0643,-0.22,0.83,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.02,,,5,200,10,95,1,,,,,
15233,connors_rsi,0.4146,0.0322,0.4955,27,13,14,0.0337,0.0017,20.28,0.0594,1.07,18.83,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.02,,,5,200,10,95,2,,,,,
15234,connors_rsi,-0.6357,-0.0494,0.3299,51,16,35,0.0231,0.0287,0.8,0.1433,0.06,0.37,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.02,,,5,200,10,95,3,,,,,
15235,connors_rsi,-0.1234,-0.0096,0.3405,55,18,37,0.02,0.0131,1.53,0.1839,-0.73,0.74,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.025,,,5,200,10,95,1,,,,,
15236,connors_rsi,0.1025,0.008,0.5128,23,11,12,0.029,0.018,1.61,0.1613,1.08,1.47,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.025,,,5,200,10,95,2,,,,,
15237,connors_rsi,-0.0071,-0.0006,0.3345,79,26,53,0.0205,0.0102,2.01,0.058,-0.77,0.99,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.025,,,5,200,10,95,3,,,,,
15238,connors_rsi,-0.0066,-0.0005,0.3883,67,26,41,0.0267,0.0171,1.56,0.1607,-0.18,0.99,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.03,,,5,200,10,95,1,,,,,
15239,connors_rsi,0.2194,0.0171,0.3771,47,17,30,0.0421,0.0165,2.54,0.2191,1.57,1.44,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.03,,,5,200,10,95,2,,,,,
15240,connors_rsi,0.0794,0.0062,0.5066,61,30,31,0.0215,0.0183,1.18,0.1156,2.4,1.14,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.03,,,5,200,10,95,3,,,,,
15241,connors_rsi,1.0054,0.0782,0.5296,90,47,43,0.04,0.0203,1.97,0.1975,3.27,2.15,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.015,,,5,200,10,95,1,,,,,
15242,connors_rsi,0.1288,0.01,0.3757,28,10,18,0.03,0.0095,3.16,0.1796,2.69,1.75,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.015,,,5,200,10,95,2,,,,,
15243,connors_rsi,0.2088,0.0162,0.53,81,42,39,0.019,0.0151,1.26,0.0905,1.86,1.35,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.015,,,5,200,10,95,3,,,,,
15244,connors_rsi,0.1781,0.0138,0.4889,86,42,44,0.0123,0.0077,1.6,0.1285,1.3,1.53,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.02,,,5,200,10,95,1,,,,,
15245,connors_rsi,0.7201,0.056,0.4927,74,36,38,0.0309,0.0103,2.99,0.2485,0.97,2.84,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.02,,,5,200,10,95,2,,,,,
15246,connors_rsi,-0.0064,-0.0005,0.3998,55,21,34,0.0174,0.0109,1.59,0.1705,-0.27,0.98,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.02,,,5,200,10,95,3,,,,,
15247,connors_rsi,0.2759,0.0215,0.4745,91,43,48,0.0221,0.0141,1.57,0.248,1.7,1.41,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.025,,,5,200,10,95,1,,,,,
15248,connors_rsi,0.0876,0.0068,0.331,32,10,22,0.0209,0.0055,3.79,0.0975,1.03,1.72,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.025,,,5,200,10,95,2,,,,,
15249,connors_rsi,-0.006,-0.0005,0.5377,32,17,15,0.0115,0.0134,0.86,0.1009,-1.4,0.97,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.025,,,5,200,10,95,3,,,,,
15250,connors_rsi,0.0902,0.007,0.5226,90,47,43,0.0193,0.019,1.02,0.2098,0.34,1.11,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.03,,,5,200,10,95,1,,,,,
15251,connors_rsi,-0.2482,-0.0193,0.3828,85,32,53,0.0188,0.016,1.17,0.1253,-1.41,0.71,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.03,,,5,200,10,95,2,,,,,
15252,connors_rsi,0.071,0.0055,0.4822,32,15,17,0.0291,0.0215,1.35,0.1773,1.97,1.19,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.03,,,5,200,10,95,3,,,,,
15253,connors_rsi,0.011,0.0009,0.3815,26,9,17,0.0092,0.0043,2.18,0.1165,0.2,1.15,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.015,,,5,200,10,95,1,,,,,
15254,connors_rsi,0.0888,0.0069,0.4791,63,30,33,0.0342,0.0284,1.2,0.2216,1.33,1.09,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.015,,,5,200,10,95,2,,,,,
15255,connors_rsi,0.1612,0.0125,0.5062,63,31,32,0.0318,0.0257,1.23,0.2245,2.84,1.2,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.015,,,5,200,10,95,3,,,,,
15256,connors_rsi,0.1751,0.0136,0.3463,30,10,20,0.0254,0.004,6.41,0.2147,0.37,3.21,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.02,,,5,200,10,95,1,,,,,
15257,connors_rsi,0.2357,0.0183,0.4901,94,46,48,0.0308,0.0246,1.25,0.2311,0.65,1.2,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.02,,,5,200,10,95,2,,,,,
15258,connors_rsi,-0.3957,-0.0308,0.4879,71,34,37,0.0065,0.0166,0.39,0.2303,-0.25,0.36,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.02,,,5,200,10,95,3,,,,,
15259,connors_rsi,-0.197,-0.0153,0.3675,46,16,30,0.0363,0.0259,1.4,0.0676,0.16,0.75,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.025,,,5,200,10,95,1,,,,,
15260,connors_rsi,-0.6684,-0.052,0.3777,98,37,61,0.0085,0.0161,0.53,0.2302,-1.01,0.32,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.025,,,5,200,10,95,2,,,,,
15261,connors_rsi,-0.433,-0.0337,0.4409,74,32,42,0.0102,0.0181,0.56,0.0987,0.39,0.43,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.025,,,5,200,10,95,3,,,,,
15262,connors_rsi,-0.4072,-0.0317,0.3803,99,37,62,0.0149,0.0154,0.96,0.0545,0.23,0.57,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.03,,,5,200,10,95,1,,,,,
15263,connors_rsi,-0.05,-0.0039,0.375,73,27,46,0.0384,0.0236,1.63,0.0575,-0.56,0.95,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.03,,,5,200,10,95,2,,,,,
15264,connors_rsi,0.394,0.0306,0.5068,74,37,37,0.0285,0.0178,1.6,0.0977,2.53,1.6,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.03,,,5,200,10,95,3,,,,,
15265,connors_rsi,-0.1867,-0.0145,0.3827,45,17,28,0.0332,0.0268,1.24,0.2397,-0.17,0.75,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.015,,,5,200,15,80,1,,,,,
15266,connors_rsi,-0.1998,-0.0155,0.3356,29,9,20,0.0282,0.0227,1.24,0.2031,-1.31,0.56,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.015,,,5,200,15,80,2,,,,,
15267,connors_rsi,0.4293,0.0334,0.4848,89,43,46,0.0161,0.0057,2.81,0.0595,1.12,2.63,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.015,,,5,200,15,80,3,,,,,
15268,connors_rsi,-0.1787,-0.0139,0.4595,21,9,12,0.0024,0.0167,0.14,0.0892,0.19,0.11,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.02,,,5,200,15,80,1,,,,,
15269,connors_rsi,0.1949,0.0152,0.3657,47,17,30,0.019,0.0043,4.44,0.151,0.97,2.52,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.02,,,5,200,15,80,2,,,,,
15270,connors_rsi,0.0886,0.0069,0.4041,33,13,20,0.0238,0.0111,2.15,0.2305,1.23,1.4,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.02,,,5,200,15,80,3,,,,,
15271,connors_rsi,-0.6543,-0.0509,0.4369,66,28,38,0.012,0.0261,0.46,0.2456,-0.27,0.34,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.025,,,5,200,15,80,1,,,,,
15272,connors_rsi,-0.0651,-0.0051,0.3352,86,28,58,0.0214,0.0115,1.87,0.2225,-1.26,0.9,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.025,,,5,200,15,80,2,,,,,
15273,connors_rsi,-0.066,-0.0051,0.3082,61,18,43,0.0364,0.0168,2.17,0.0841,-0.81,0.91,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.025,,,5,200,15,80,3,,,,,
15274,connors_rsi,0.5535,0.043,0.4272,81,34,47,0.0198,0.0025,7.78,0.0819,1.25,5.63,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.03,,,5,200,15,80,1,,,,,
15275,connors_rsi,0.1697,0.0132,0.4598,22,10,12,0.0226,0.0047,4.79,0.231,1.3,3.99,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.03,,,5,200,15,80,2,,,,,
15276,connors_rsi,0.0845,0.0066,0.4797,55,26,29,0.0203,0.0153,1.33,0.179,-0.44,1.19,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,crsi_neutral,,0.03,,,5,200,15,80,3,,,,,
15277,connors_rsi,0.0398,0.0031,0.3562,22,7,15,0.0112,0.0026,4.34,0.0948,2.14,2.02,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.015,,,5,200,15,80,1,,,,,
15278,connors_rsi,0.1398,0.0109,0.3978,42,16,26,0.0377,0.0178,2.11,0.1759,1.1,1.3,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.015,,,5,200,15,80,2,,,,,
15279,connors_rsi,0.5318,0.0414,0.3844,83,31,52,0.0326,0.0092,3.54,0.0895,1.14,2.11,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.015,,,5,200,15,80,3,,,,,
15280,connors_rsi,-0.2096,-0.0163,0.4271,55,23,32,0.0312,0.029,1.08,0.1969,-0.73,0.77,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.02,,,5,200,15,80,1,,,,,
15281,connors_rsi,0.6562,0.051,0.4812,79,38,41,0.0384,0.0196,1.96,0.1021,0.2,1.82,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.02,,,5,200,15,80,2,,,,,
15282,connors_rsi,0.9043,0.0703,0.4727,58,27,31,0.0376,0.0036,10.57,0.1953,0.59,9.21,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.02,,,5,200,15,80,3,,,,,
15283,connors_rsi,-0.2282,-0.0177,0.4273,36,15,21,0.016,0.0223,0.72,0.1197,-1.26,0.51,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.025,,,5,200,15,80,1,,,,,
15284,connors_rsi,0.0871,0.0068,0.3652,78,28,50,0.0181,0.0084,2.16,0.1796,0.33,1.21,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.025,,,5,200,15,80,2,,,,,
15285,connors_rsi,0.6412,0.0499,0.402,64,25,39,0.0375,0.0076,4.94,0.1651,1.91,3.17,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.025,,,5,200,15,80,3,,,,,
15286,connors_rsi,-0.6072,-0.0472,0.3511,38,13,25,0.0107,0.0299,0.36,0.1977,-0.29,0.19,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.03,,,5,200,15,80,1,,,,,
15287,connors_rsi,0.8705,0.0677,0.477,66,31,35,0.0334,0.0047,7.04,0.0844,2.12,6.24,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.03,,,5,200,15,80,2,,,,,
15288,connors_rsi,-0.1563,-0.0122,0.3797,27,10,17,0.0117,0.0161,0.73,0.0858,-1.16,0.43,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,profit_target,,0.03,,,5,200,15,80,3,,,,,
15289,connors_rsi,0.173,0.0135,0.4803,29,13,16,0.028,0.012,2.34,0.1589,1.84,1.9,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.015,,,5,200,15,80,1,,,,,
15290,connors_rsi,-0.2408,-0.0187,0.4858,31,15,16,0.0032,0.0181,0.18,0.1765,-0.86,0.17,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.015,,,5,200,15,80,2,,,,,
15291,connors_rsi,-0.0523,-0.0041,0.3761,86,32,54,0.0249,0.0157,1.58,0.1199,-0.52,0.94,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.015,,,5,200,15,80,3,,,,,
15292,connors_rsi,0.0075,0.0006,0.458,28,12,16,0.0255,0.0187,1.37,0.0957,0.29,1.03,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.02,,,5,200,15,80,1,,,,,
15293,connors_rsi,-0.2539,-0.0197,0.3487,33,11,22,0.0051,0.0141,0.36,0.0692,-0.91,0.18,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.02,,,5,200,15,80,2,,,,,
15294,connors_rsi,-1.2872,-0.1001,0.363,90,32,58,0.0149,0.0304,0.49,0.1217,-0.59,0.27,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.02,,,5,200,15,80,3,,,,,
15295,connors_rsi,-0.6531,-0.0508,0.3412,87,29,58,0.0345,0.0285,1.21,0.0841,-0.16,0.61,connors_rsi,,,,,,,,,,,,,,,,,,,,,,7,,,time_based,,0.025,,,5,200,15,80,1,,,,,
